,date,capacity,turnover,open,high,low,close,change,transaction
359,2014-06-24,3656551,98131586,26.95,27.0,26.55,27.0,0.35,1331
360,2014-06-25,4397746,118670158,26.8,27.4,26.8,26.8,-0.2,1594
361,2014-06-26,12100756,338082693,27.0,28.65,26.7,28.65,1.85,3818
362,2014-06-27,8181499,238499382,29.15,29.6,28.7,29.25,0.6,3248
363,2014-06-30,4992466,144456172,29.4,29.55,28.6,28.95,-0.3,1901
364,2014-07-01,4385784,125475628,29.1,29.25,28.15,28.3,-0.65,1758
365,2014-07-02,5307681,148858249,28.4,28.7,27.15,27.85,-0.45,2097
366,2014-07-03,3689931,102876877,27.5,28.45,27.45,28.45,0.6,1647
367,2014-07-04,2730245,76453634,28.5,28.5,27.6,27.95,-0.5,1116
368,2014-07-07,1511447,41943725,27.95,28.0,27.65,27.65,-0.3,542
369,2014-07-08,1142770,31935903,27.65,28.35,27.65,27.8,0.15,573
370,2014-07-09,1737377,48606588,28.0,28.15,27.75,28.1,0.3,1013
371,2014-07-10,1069838,29950342,28.1,28.25,27.85,27.9,-0.2,454
372,2014-07-11,5789788,153556697,27.8,27.8,25.95,26.1,-1.8,2162
373,2014-07-14,2575820,66817982,26.15,26.2,25.7,26.0,-0.1,999
374,2014-07-15,1507551,40065335,26.45,26.8,26.3,26.75,0.75,677
375,2014-07-16,2689738,72946894,26.9,27.45,26.85,27.05,0.3,1246
376,2014-07-17,1086450,29336493,27.1,27.3,26.8,26.95,-0.1,555
377,2014-07-18,940142,25352352,26.9,27.2,26.6,27.15,0.2,449
378,2014-07-21,2521414,70068688,27.3,28.0,27.25,27.85,0.7,1183
379,2014-07-22,1440190,40241560,27.95,28.0,27.85,27.95,0.1,655
380,2014-07-24,2167837,61024312,28.1,28.6,27.85,28.05,0.1,906
381,2014-07-25,1208889,33561101,28.05,28.3,27.55,27.8,-0.25,607
382,2014-07-28,3305529,92822762,27.5,28.4,27.3,27.8,0.0,1486
383,2014-07-29,1883392,52178263,28.4,28.4,27.2,27.5,-0.3,986
384,2014-07-30,2381450,66808023,27.9,28.3,27.75,28.3,0.8,1029
385,2014-07-31,2941303,83327576,28.45,28.75,27.85,28.35,0.05,1304
386,2014-08-01,1455698,40836044,28.0,28.25,27.9,28.0,-0.35,676
387,2014-08-04,2310604,64661328,28.1,28.2,27.85,28.0,0.0,810
388,2014-08-05,3366499,88132669,25.95,26.3,25.9,26.25,0.0,1315
389,2014-08-06,2145068,55370128,26.2,26.2,25.1,25.8,-0.45,906
390,2014-08-07,2681510,67891354,25.85,26.0,25.05,25.05,-0.75,935
391,2014-08-08,1350200,33283750,25.0,25.05,24.45,24.75,-0.3,598
392,2014-08-11,1233978,31158329,25.05,25.6,24.75,25.55,0.8,695
393,2014-08-12,925197,23503471,25.55,25.6,25.3,25.4,-0.15,538
394,2014-08-13,5926051,157768330,26.7,27.15,25.9,27.15,1.75,2093
395,2014-08-14,2647760,70859582,27.05,27.05,26.3,26.55,-0.6,1157
396,2014-08-15,1469000,39090900,26.65,26.85,26.3,26.7,0.15,686
397,2014-08-18,1302627,34364435,26.7,26.9,26.0,26.3,-0.4,636
398,2014-08-19,1218623,32185180,26.5,26.6,26.3,26.35,0.05,629
399,2014-08-20,1162609,30446609,26.45,26.45,26.05,26.25,-0.1,643
400,2014-08-21,1335747,34567121,26.3,26.3,25.7,25.8,-0.45,558
401,2014-08-22,1056080,27518265,25.8,26.25,25.75,26.2,0.4,552
402,2014-08-25,1106030,29126748,26.2,26.55,26.05,26.3,0.1,515
403,2014-08-26,1984440,53082286,26.3,26.9,26.3,26.7,0.4,869
404,2014-08-27,1243110,33274498,26.9,26.9,26.6,26.85,0.15,588
405,2014-08-28,4013844,109194454,27.0,27.4,27.0,27.25,0.4,1400
406,2014-08-29,2021345,54846081,27.25,27.3,26.9,27.05,-0.2,752
407,2014-09-01,2060240,55849658,27.3,27.35,26.9,27.3,0.25,893
408,2014-09-02,1481394,40084113,27.2,27.3,26.9,26.9,-0.4,528
409,2014-09-03,1194080,32261326,27.1,27.25,26.85,27.25,0.35,561
410,2014-09-04,903263,24464601,27.25,27.25,27.0,27.0,-0.25,315
411,2014-09-05,1801084,48277144,27.1,27.1,26.7,26.75,-0.25,661
412,2014-09-09,1158725,31073596,26.8,27.1,26.65,26.75,0.0,523
413,2014-09-10,789149,21210881,26.9,27.0,26.6,27.0,0.25,428
414,2014-09-11,1210525,32460132,27.1,27.1,26.7,26.7,-0.3,672
415,2014-09-12,1493158,39318933,26.65,26.65,26.2,26.3,-0.4,685
416,2014-09-15,886164,23099368,26.3,26.3,26.0,26.05,-0.25,491
417,2014-09-16,688294,17941385,26.0,26.2,25.95,26.05,0.0,350
418,2014-09-17,543499,14192119,26.3,26.3,26.0,26.2,0.15,347
419,2014-09-18,890008,23131466,26.1,26.2,25.85,26.0,-0.2,445
420,2014-09-19,486863,12735426,26.2,26.3,26.05,26.2,0.2,284
421,2014-09-22,483445,12703252,26.3,26.35,26.2,26.25,0.05,253
422,2014-09-23,1118138,29049063,26.25,26.25,25.85,26.0,-0.25,356
423,2014-09-24,499351,12959826,25.7,26.1,25.7,26.0,0.0,544
424,2014-09-25,915092,23632502,26.1,26.2,25.55,25.9,-0.1,574
425,2014-09-26,585523,15026186,25.7,25.8,25.5,25.75,-0.15,434
426,2014-09-29,721735,18448801,25.95,25.95,25.5,25.5,-0.25,424
427,2014-09-30,1397543,35286125,25.5,25.55,24.9,25.4,-0.1,656
428,2014-10-01,732596,18715083,25.4,25.85,25.35,25.5,0.1,427
429,2014-10-02,574463,14502701,25.4,25.4,25.1,25.35,-0.15,348
430,2014-10-03,782032,19868189,25.25,25.65,25.25,25.45,0.1,422
431,2014-10-06,383264,9724338,25.45,25.45,25.25,25.4,-0.05,220
432,2014-10-07,749072,18926708,25.3,25.35,25.1,25.25,-0.15,353
433,2014-10-08,420485,10646463,25.25,25.5,25.2,25.4,0.15,260
434,2014-10-09,1310806,33675453,25.45,25.85,25.4,25.75,0.35,605
435,2014-10-13,1924520,47145026,24.5,25.0,23.95,24.15,-1.6,790
436,2014-10-14,2104433,49557289,24.0,24.05,23.0,23.8,-0.35,905
437,2014-10-15,4206573,94452172,23.5,23.5,22.15,22.15,-1.65,1482
438,2014-10-16,4723427,105325009,21.4,23.45,20.8,23.05,0.9,1680
439,2014-10-17,1900080,43040044,23.05,23.05,22.45,22.5,-0.55,614
440,2014-10-20,3141014,74723318,23.5,24.05,23.05,24.05,1.55,1021
441,2014-10-21,1242478,29632253,24.3,24.3,23.65,23.85,-0.2,715
442,2014-10-22,830771,19822066,23.9,24.1,23.65,23.85,0.0,447
443,2014-10-23,463796,11077276,23.85,24.05,23.7,23.85,0.0,280
444,2014-10-24,1101139,25822028,23.95,23.95,23.05,23.35,-0.5,527
445,2014-10-27,621424,14432027,23.35,23.4,23.0,23.2,-0.15,336
446,2014-10-28,616430,14580295,23.45,23.8,23.4,23.75,0.55,356
447,2014-10-29,1526407,37329420,24.0,24.7,23.95,24.5,0.75,694
448,2014-10-30,326263,7928771,24.25,24.45,24.1,24.45,-0.05,222
449,2014-10-31,1025799,25551843,24.45,25.25,24.45,25.1,0.65,517
450,2014-11-03,1567523,39729992,25.15,25.6,25.1,25.4,0.3,587
451,2014-11-04,544162,13836494,25.4,25.5,25.3,25.35,-0.05,275
452,2014-11-05,609904,15390300,25.35,25.45,25.0,25.0,-0.35,309
453,2014-11-06,537585,13499375,25.0,25.35,25.0,25.1,0.1,230
454,2014-11-07,305213,7687193,25.0,25.35,25.0,25.25,0.15,182
455,2014-11-10,537789,13682056,25.25,25.7,25.15,25.4,0.15,289
456,2014-11-11,713185,18226965,25.4,25.65,25.35,25.65,0.25,256
457,2014-11-12,2027461,52625458,25.65,26.3,25.6,25.9,0.25,905
458,2014-11-13,945525,24316131,25.9,25.95,25.55,25.65,-0.25,436
459,2014-11-14,1003948,25845611,25.95,25.95,25.55,25.6,-0.05,508
460,2014-11-17,1075411,27663434,25.8,25.8,25.6,25.65,0.05,410
461,2014-11-18,1063275,27217508,25.65,25.85,25.4,25.5,-0.15,433
462,2014-11-19,715262,18227381,25.3,25.6,25.3,25.5,0.0,322
463,2014-11-20,843907,21460884,25.5,25.55,25.35,25.5,0.0,335
464,2014-11-21,235860,6009401,25.6,25.65,25.4,25.4,-0.1,153
465,2014-11-24,273493,6947564,25.4,25.5,25.35,25.4,0.0,184
466,2014-11-25,374088,9504379,25.55,25.55,25.35,25.45,0.05,193
467,2014-11-26,710772,18015434,25.45,25.55,25.25,25.25,-0.2,394
468,2014-11-27,1213889,30544816,25.25,25.35,25.05,25.05,-0.2,422
469,2014-11-28,759525,18935937,25.05,25.15,24.8,24.9,-0.15,329
470,2014-12-01,446750,11065846,24.7,25.05,24.4,24.95,0.05,249
471,2014-12-02,642974,15939739,24.9,25.0,24.6,25.0,0.05,329
472,2014-12-03,829003,20670007,25.0,25.05,24.85,24.9,-0.1,386
473,2014-12-04,1202605,30313075,25.1,25.4,25.05,25.15,0.25,597
474,2014-12-05,305893,7727597,25.15,25.35,25.1,25.2,0.05,189
475,2014-12-08,570031,14441670,25.5,25.5,25.2,25.2,0.0,336
476,2014-12-09,630795,15843925,25.25,25.3,25.0,25.0,-0.2,331
477,2014-12-10,445150,11067650,25.0,25.0,24.8,24.85,-0.15,221
478,2014-12-11,522133,12882375,24.7,24.75,24.6,24.7,-0.15,314
479,2014-12-12,605056,14891017,24.7,24.7,24.5,24.7,0.0,408
480,2014-12-15,446020,10911876,24.55,24.6,24.4,24.45,-0.25,301
481,2014-12-16,856837,21204905,24.45,25.05,24.35,24.65,0.2,471
482,2014-12-17,351723,8628589,24.65,24.75,24.35,24.35,-0.3,294
483,2014-12-18,190902,4682943,24.5,24.8,24.45,24.5,0.15,143
484,2014-12-19,336863,8293890,24.6,24.8,24.45,24.5,0.0,244
485,2014-12-22,249053,6150793,24.5,24.85,24.45,24.7,0.2,169
486,2014-12-23,429180,10707314,24.7,25.1,24.7,24.95,0.25,246
487,2014-12-24,405261,10145553,24.95,25.1,24.8,25.1,0.15,271
488,2014-12-25,378831,9480025,25.1,25.1,24.9,24.95,-0.15,168
489,2014-12-26,262735,6547777,24.9,25.1,24.85,25.0,0.05,187
490,2014-12-27,521165,13166796,25.0,25.45,25.0,25.25,0.25,268
491,2014-12-29,754674,19041497,25.35,25.35,25.1,25.25,0.0,421
492,2014-12-30,443055,11195033,25.35,25.35,25.2,25.2,-0.05,231
493,2014-12-31,608843,15386186,25.2,25.4,25.15,25.25,0.05,341
494,2015-01-05,436207,11020533,25.35,25.35,25.15,25.25,0.0,183
495,2015-01-06,654723,16370887,25.2,25.2,24.85,24.9,-0.35,359
496,2015-01-07,698270,17316675,24.9,24.9,24.75,24.75,-0.15,382
497,2015-01-08,401309,10022318,25.05,25.05,24.85,24.95,0.2,211
498,2015-01-09,823200,20635519,25.2,25.2,24.85,25.05,0.1,370
499,2015-01-12,2216180,53943652,24.0,24.75,23.85,24.5,-0.55,978
500,2015-01-13,1270473,31078018,24.1,24.7,24.1,24.6,0.1,665
501,2015-01-14,1405848,34139793,24.5,24.5,24.1,24.35,-0.25,807
502,2015-01-15,1230429,29936433,24.1,24.55,24.1,24.4,0.05,445
503,2015-01-16,746799,18253054,24.2,24.55,24.2,24.4,0.0,385
504,2015-01-19,1290335,31721168,24.5,25.0,24.2,24.85,0.45,588
505,2015-01-20,1530241,38437498,24.85,25.25,24.8,25.15,0.3,676
506,2015-01-21,1895537,48308635,25.5,25.6,25.3,25.5,0.35,757
507,2015-01-22,1246617,31862405,25.6,25.65,25.45,25.55,0.05,615
508,2015-01-23,1511899,38947359,25.65,25.9,25.6,25.7,0.15,737
509,2015-01-26,1664461,43286996,25.7,26.25,25.6,26.1,0.4,753
510,2015-01-27,4763209,127130813,26.2,27.2,26.2,26.85,0.75,1905
511,2015-01-28,8099071,222538586,27.0,27.95,26.9,27.8,0.95,2612
512,2015-01-29,2751580,76143196,27.9,28.1,27.35,27.7,-0.1,1162
513,2015-01-30,2072556,57053924,27.8,27.9,27.25,27.5,-0.2,887
514,2015-02-02,1728253,46876431,27.5,27.5,26.9,27.1,-0.4,761
515,2015-02-03,1147097,31142963,27.2,27.3,26.95,27.2,0.1,461
516,2015-02-04,1127895,30788286,27.4,27.4,27.15,27.35,0.15,604
517,2015-02-05,3208379,89512648,27.5,28.15,27.4,27.75,0.4,1400
518,2015-02-06,8029044,229908271,27.95,29.2,27.8,29.0,1.25,2677
519,2015-02-09,3198394,92967597,29.0,29.5,28.65,29.0,0.0,1512
520,2015-02-10,1914619,55281696,29.0,29.15,28.6,28.85,-0.15,892
521,2015-02-11,1405502,40515312,29.0,29.05,28.65,28.8,-0.05,649
522,2015-02-12,820503,23603077,28.8,29.0,28.5,28.55,-0.25,382
523,2015-02-13,1350412,38575060,28.6,28.75,28.5,28.6,0.05,621
524,2015-02-24,1453587,40975351,28.65,28.8,27.9,27.95,-0.65,642
525,2015-02-25,1774405,49449430,28.0,28.2,27.6,27.8,-0.15,922
526,2015-02-26,821990,23056008,27.9,28.2,27.85,28.2,0.4,414
527,2015-03-02,1011530,28015763,27.6,28.05,27.6,27.8,-0.4,487
528,2015-03-03,775111,21488064,27.9,27.95,27.6,27.7,-0.1,448
529,2015-03-04,700766,19472008,27.8,27.95,27.65,27.65,-0.05,377
530,2015-03-05,703338,19495614,27.7,27.9,27.6,27.75,0.1,277
531,2015-03-06,468528,12992183,27.7,27.9,27.65,27.7,-0.05,264
532,2015-03-09,1269668,35378634,27.7,28.3,27.5,28.05,0.35,616
533,2015-03-10,567955,15831783,28.05,28.05,27.75,27.8,-0.25,268
534,2015-03-11,1652926,45272555,27.55,27.65,27.0,27.4,-0.4,876
535,2015-03-12,709458,19429941,27.2,27.5,27.2,27.3,-0.1,371
536,2015-03-13,519585,14284527,27.4,27.6,27.4,27.5,0.2,295
537,2015-03-16,417709,11511936,27.35,27.7,27.35,27.6,0.1,205
538,2015-03-17,855346,23451689,27.45,27.6,27.3,27.4,-0.2,326
539,2015-03-18,1385783,37643190,27.35,27.45,27.0,27.1,-0.3,642
540,2015-03-19,1318117,35532859,27.1,27.2,26.8,27.0,-0.1,620
541,2015-03-20,757992,20536625,27.0,27.2,27.0,27.2,0.2,286
542,2015-03-23,1231111,33370247,27.2,27.3,27.0,27.1,-0.1,524
543,2015-03-24,1123520,30914107,27.1,27.8,27.1,27.75,0.65,527
544,2015-03-25,674218,18640347,27.75,27.8,27.5,27.75,0.0,367
545,2015-03-26,1250843,34921216,27.7,28.35,27.35,28.25,0.5,710
546,2015-03-27,1684138,47081164,28.3,28.35,27.8,27.95,-0.3,616
547,2015-03-30,774191,21509504,28.0,28.05,27.5,27.95,0.0,536
548,2015-03-31,4693571,136657005,29.5,29.6,28.8,28.95,1.0,1905
549,2015-04-01,1439718,41244693,28.95,28.95,28.5,28.6,-0.35,635
550,2015-04-02,1262416,36040524,28.6,28.7,28.45,28.45,-0.15,511
551,2015-04-07,2080720,60310336,28.5,29.2,28.45,29.0,0.55,910
552,2015-04-08,1063121,30570482,29.1,29.1,28.65,28.8,-0.2,649
553,2015-04-09,873500,25139928,28.8,28.9,28.7,28.85,0.05,507
554,2015-04-10,1252951,36276729,28.95,29.15,28.8,29.15,0.3,606
555,2015-04-13,1928344,55876441,29.2,29.2,28.7,28.95,-0.2,957
556,2015-04-14,1396711,40580933,29.05,29.2,28.95,29.15,0.2,676
557,2015-04-15,735781,21358799,29.2,29.2,28.95,29.0,-0.15,450
558,2015-04-16,1107034,32267784,29.1,29.3,29.0,29.2,0.2,463
559,2015-04-17,1170746,34025879,29.2,29.25,28.7,29.25,0.05,634
560,2015-04-20,1125555,32810695,29.25,29.3,29.0,29.05,-0.2,613
561,2015-04-21,1098457,31539320,29.1,29.1,28.5,28.5,-0.55,571
562,2015-04-22,804786,22815280,28.5,28.65,28.2,28.2,-0.3,448
563,2015-04-23,1922206,55099033,28.55,29.0,28.5,28.65,0.45,849
564,2015-04-24,1375134,39211984,28.65,28.8,28.2,28.3,-0.35,725
565,2015-04-27,2619515,73843748,28.3,28.5,27.9,27.9,-0.4,890
566,2015-04-28,1366752,38296306,27.9,28.15,27.9,28.05,0.15,503
567,2015-04-29,703654,19885039,28.05,28.35,28.0,28.35,0.3,344
568,2015-04-30,1166875,32986994,28.4,28.5,28.15,28.4,0.05,408
569,2015-05-04,673689,18989526,28.5,28.5,28.05,28.2,-0.2,317
570,2015-05-05,365927,10268842,28.05,28.15,28.0,28.05,-0.15,220
571,2015-05-06,753995,20955703,27.9,28.0,27.6,27.85,-0.2,452
572,2015-05-07,717225,19762278,27.8,27.8,27.5,27.5,-0.35,377
573,2015-05-08,756789,20608406,27.5,27.5,27.1,27.15,-0.35,408
574,2015-05-11,1480940,39419159,27.15,27.15,26.4,26.4,-0.75,676
575,2015-05-12,502139,13363435,26.4,26.85,26.3,26.75,0.35,373
576,2015-05-13,437761,11781247,26.75,27.15,26.65,27.05,0.3,212
577,2015-05-14,1157271,31627112,27.15,27.55,27.1,27.2,0.15,620
578,2015-05-15,419742,11476432,27.2,27.5,27.2,27.35,0.15,336
579,2015-05-18,2062291,57868741,27.7,28.3,27.7,27.9,0.55,917
580,2015-05-19,819796,22804784,28.2,28.2,27.6,27.6,-0.3,431
581,2015-05-20,594993,16421602,27.7,27.85,27.45,27.55,-0.05,262
582,2015-05-21,456046,12605764,27.75,27.8,27.5,27.65,0.1,281
583,2015-05-22,350471,9686493,27.65,27.85,27.45,27.7,0.05,234
584,2015-05-25,363125,9984781,27.65,27.65,27.4,27.5,-0.2,209
585,2015-05-26,595410,16271665,27.5,27.5,27.2,27.25,-0.25,269
586,2015-05-27,736676,19923602,27.3,27.45,26.9,27.0,-0.25,423
587,2015-05-28,540579,14639356,27.0,27.2,26.9,27.05,0.05,324
588,2015-05-29,387563,10481226,27.05,27.15,26.95,27.05,0.0,223
589,2015-06-01,545803,14650049,26.8,27.1,26.7,26.85,-0.2,235
590,2015-06-02,734645,19626464,26.85,26.9,26.6,26.6,-0.25,461
591,2015-06-03,730914,19269920,26.6,26.7,26.05,26.15,-0.45,446
592,2015-06-04,1349785,34626846,26.0,26.1,25.1,25.35,-0.8,745
593,2015-06-05,567152,14410273,25.35,25.6,25.25,25.55,0.2,318
594,2015-06-08,519916,13377027,25.6,25.9,25.5,25.85,0.3,281
595,2015-06-09,937801,23577244,25.8,25.8,25.0,25.0,-0.85,462
596,2015-06-10,557156,14038638,25.1,25.5,25.0,25.05,0.05,418
597,2015-06-11,868106,21613781,25.05,25.05,24.8,24.95,-0.1,474
598,2015-06-12,309517,7737069,24.95,25.2,24.85,24.9,-0.05,253
599,2015-06-15,419987,10388124,24.8,24.95,24.6,24.6,-0.3,250
600,2015-06-16,531273,12895236,24.6,24.7,24.05,24.25,-0.35,288
601,2015-06-17,395450,9592352,24.25,24.45,24.05,24.15,-0.1,323
602,2015-06-18,472988,11616952,24.15,24.85,24.15,24.8,0.65,260
603,2015-06-22,466495,11773819,24.9,25.45,24.9,25.45,0.65,249
604,2015-06-23,480127,12156373,25.5,25.5,25.15,25.25,-0.2,312
605,2015-06-24,501950,12556671,25.25,25.25,24.85,24.95,-0.3,270
606,2015-06-25,1331400,33549407,24.8,25.45,24.8,25.35,0.4,698
607,2015-06-26,1044224,26679881,25.4,25.7,25.35,25.55,0.2,414
608,2015-06-29,890091,22607401,25.6,26.05,25.05,26.05,0.5,427
609,2015-06-30,654688,16796476,25.75,26.0,25.45,26.0,-0.05,338
610,2015-07-01,648351,16974746,26.0,26.4,25.85,26.15,0.15,364
611,2015-07-02,760847,19944511,26.4,26.55,25.95,25.95,-0.2,425
612,2015-07-03,516703,13293405,25.9,25.9,25.65,25.9,-0.05,263
613,2015-07-06,260992,6698338,25.8,25.8,25.6,25.65,-0.25,166
614,2015-07-07,197540,5078623,25.65,25.9,25.6,25.7,0.05,110
615,2015-07-08,824166,20776030,25.65,25.65,25.0,25.45,-0.25,438
616,2015-07-09,351161,8748839,25.25,25.25,24.5,25.0,-0.45,249
617,2015-07-13,364952,9191475,25.1,25.35,25.0,25.25,0.25,240
618,2015-07-14,289546,7329734,25.45,25.5,25.2,25.4,0.15,156
619,2015-07-15,214351,5410824,25.45,25.5,25.1,25.15,-0.25,133
620,2015-07-16,405055,10217738,25.3,25.4,25.0,25.25,0.1,198
621,2015-07-17,289026,7307101,25.45,25.5,25.1,25.1,-0.15,182
622,2015-07-20,596004,14898950,25.2,25.25,24.85,24.9,-0.2,291
623,2015-07-21,525881,13149125,25.1,25.15,24.9,25.1,0.2,205
624,2015-07-22,931125,23462760,25.1,25.4,25.0,25.3,0.2,390
625,2015-07-23,407328,10245130,25.3,25.4,25.0,25.1,-0.2,264
626,2015-07-24,344464,8611950,25.0,25.1,24.95,25.0,-0.1,198
627,2015-07-27,645354,16103390,25.0,25.25,24.6,24.6,-0.4,321
628,2015-07-28,423613,10340566,24.6,24.65,24.1,24.5,-0.1,257
629,2015-07-29,299417,7310821,24.5,24.55,24.3,24.5,0.0,154
630,2015-07-30,207851,5145692,24.55,24.85,24.55,24.85,0.35,140
631,2015-07-31,410100,10240982,24.85,25.5,24.6,25.3,0.45,231
632,2015-08-03,414001,10405773,25.3,25.4,25.0,25.0,-0.3,249
633,2015-08-04,446170,11187154,25.05,25.25,25.0,25.0,0.0,271
634,2015-08-05,302462,7603558,25.2,25.25,25.0,25.25,0.25,186
635,2015-08-06,416795,10520961,25.3,25.45,25.1,25.2,-0.05,266
636,2015-08-07,421555,10605001,25.2,25.25,25.0,25.05,-0.15,254
637,2015-08-10,565470,14374299,25.05,25.6,25.05,25.45,0.4,287
638,2015-08-11,744287,18983020,25.6,25.65,25.3,25.5,0.05,383
639,2015-08-12,434585,10987316,25.4,25.5,25.1,25.45,-0.05,241
640,2015-08-13,581798,14685474,25.1,25.45,25.1,25.4,-0.05,279
641,2015-08-14,666646,16792404,25.25,25.4,25.1,25.2,-0.2,351
642,2015-08-17,1139899,28531825,25.2,25.2,24.9,25.0,-0.2,490
643,2015-08-18,2060000,51659293,25.0,25.2,24.9,25.1,0.1,760
644,2015-08-19,2187902,45542382,21.5,21.55,20.3,20.5,0.0,990
645,2015-08-20,919737,18566812,20.3,20.35,20.0,20.35,-0.15,416
646,2015-08-21,1366986,26950668,20.0,20.1,19.55,19.55,-0.8,563
647,2015-08-24,1974357,36151500,18.5,19.0,18.0,18.0,-1.55,781
648,2015-08-25,909579,16380265,17.4,18.4,17.4,18.3,0.3,518
649,2015-08-26,919363,16972397,18.2,18.95,18.15,18.85,0.55,455
650,2015-08-27,687703,13271376,19.1,19.5,19.05,19.4,0.55,417
651,2015-08-28,503229,9931475,19.8,19.9,19.6,19.6,0.2,303
652,2015-08-31,604874,11876859,19.8,19.8,19.3,19.65,0.05,266
653,2015-09-01,260128,5143248,19.6,19.95,19.5,19.8,0.15,166
654,2015-09-02,507100,9912150,19.45,19.65,19.4,19.65,-0.15,202
655,2015-09-03,397120,7780155,19.65,19.75,19.5,19.65,0.0,212
656,2015-09-04,433661,8600754,19.75,20.05,19.6,19.6,-0.05,225
657,2015-09-07,219110,4274127,19.5,19.7,19.3,19.65,0.05,111
658,2015-09-08,189117,3727940,19.6,19.8,19.55,19.65,0.0,114
659,2015-09-09,626615,12555695,19.85,20.3,19.8,20.25,0.6,307
660,2015-09-10,293781,5924974,20.15,20.3,20.1,20.2,-0.05,148
661,2015-09-11,602807,12444785,20.2,20.9,20.2,20.7,0.5,354
662,2015-09-14,409916,8450497,20.9,20.9,20.5,20.55,-0.15,247
663,2015-09-15,1081860,22919461,21.0,21.35,21.0,21.3,0.75,495
664,2015-09-16,633403,13672645,21.6,21.7,21.45,21.5,0.2,346
665,2015-09-17,547771,11854055,21.5,21.8,21.5,21.6,0.1,249
666,2015-09-18,537122,11606597,21.6,21.75,21.4,21.75,0.15,289
667,2015-09-21,227233,4874504,21.75,21.75,21.35,21.45,-0.3,153
668,2015-09-22,480306,10427260,21.5,21.8,21.4,21.75,0.3,228
669,2015-09-23,228822,4934584,21.6,21.65,21.45,21.55,-0.2,179
670,2015-09-24,504686,10820187,21.5,21.75,21.15,21.2,-0.35,228
671,2015-09-25,233709,4983698,21.2,21.55,21.05,21.45,0.25,168
672,2015-09-30,320402,6824776,21.2,21.6,21.1,21.4,-0.05,230
673,2015-10-01,346464,7488270,21.4,21.75,21.4,21.65,0.25,268
674,2015-10-02,306350,6591950,21.6,21.6,21.45,21.45,-0.2,188
675,2015-10-05,365403,7918875,21.6,21.8,21.55,21.7,0.25,255
676,2015-10-06,469019,10211368,21.8,21.95,21.6,21.65,-0.05,231
677,2015-10-07,550020,11824899,21.5,21.65,21.35,21.65,0.0,358
678,2015-10-08,685769,14747770,21.6,21.65,21.4,21.5,-0.15,327
679,2015-10-12,378576,8201576,21.5,21.8,21.5,21.8,0.3,258
680,2015-10-13,371981,8081671,21.7,21.9,21.5,21.7,-0.1,267
681,2015-10-14,322610,6979788,21.7,21.8,21.5,21.65,-0.05,271
682,2015-10-15,287860,6249706,21.7,21.85,21.65,21.65,0.0,255
683,2015-10-16,693605,15154177,21.7,21.95,21.7,21.95,0.3,390
684,2015-10-19,586671,13027738,22.0,22.3,21.95,22.25,0.3,337
685,2015-10-20,487049,10790180,22.25,22.3,22.0,22.1,-0.15,352
686,2015-10-21,391228,8593386,22.1,22.1,21.85,21.9,-0.2,267
687,2015-10-22,316440,7001080,21.9,22.3,21.9,22.0,0.1,179
688,2015-10-23,654049,14389760,22.0,22.25,21.85,21.85,-0.15,319
689,2015-10-26,586825,12818025,22.0,22.0,21.75,21.75,-0.1,386
690,2015-10-27,1351152,29981326,21.75,22.4,21.75,22.4,0.65,651
691,2015-10-28,879337,19702805,22.5,22.55,22.3,22.35,-0.05,387
692,2015-10-29,436230,9696937,22.35,22.45,22.1,22.15,-0.2,280
693,2015-10-30,486950,10713191,22.0,22.15,21.9,22.05,-0.1,248
694,2015-11-02,332371,7361094,22.05,22.2,22.0,22.15,0.1,237
695,2015-11-03,750606,16570582,22.25,22.25,22.0,22.1,-0.05,417
696,2015-11-04,891847,19667079,22.05,22.25,21.95,22.05,-0.05,518
697,2015-11-05,519006,11488376,22.05,22.25,22.05,22.1,0.05,269
698,2015-11-06,619760,13635870,22.1,22.1,21.9,22.0,-0.1,341
699,2015-11-09,448193,9847749,22.0,22.25,21.8,21.9,-0.1,222
700,2015-11-10,213607,4648513,21.8,21.85,21.6,21.75,-0.15,140
701,2015-11-11,498895,10731956,21.7,21.85,21.1,21.3,-0.45,374
702,2015-11-12,942461,20832392,21.7,22.5,21.65,22.0,0.7,557
703,2015-11-13,1057880,23609330,22.3,22.55,22.05,22.3,0.3,562
704,2015-11-16,363673,8027064,22.05,22.25,21.95,22.25,-0.05,225
705,2015-11-17,333900,7432621,22.3,22.45,22.1,22.1,-0.15,248
706,2015-11-18,700158,15376634,22.35,22.35,21.7,21.9,-0.2,315
707,2015-11-19,360755,7918865,21.9,22.15,21.8,21.9,0.0,212
708,2015-11-20,730850,15756989,21.9,21.9,21.1,21.55,-0.35,364
709,2015-11-23,349694,7622535,21.7,21.95,21.55,21.75,0.2,188
710,2015-11-24,243562,5305737,21.75,21.9,21.6,21.9,0.15,133
711,2015-11-25,2432034,54542547,22.5,22.75,22.0,22.45,0.55,976
712,2015-11-26,3619611,84161676,22.8,24.0,22.6,23.9,1.45,1554
713,2015-11-27,3528275,86578264,24.6,24.95,24.05,24.2,0.3,1599
714,2015-11-30,1344880,32171172,24.1,24.15,23.5,24.0,-0.2,772
715,2015-12-01,823653,19990995,24.55,24.55,24.0,24.05,0.05,467
716,2015-12-02,1572525,38182266,24.3,24.45,24.0,24.45,0.4,746
